id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
1027,Ethereum,ETH,ethereum,11236,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'sophon-ecosystem']",,120695407.9396871,120695407.9396871,True,368645464756.81,,2,,,,2025-12-07T03:45:00.000Z,3054.34540592483,10521886367.615772,-61.0596,0.27427148,0.46798317,1.70293823,-8.86586028,-31.24571851,-29.21157792,368645464756.8066,12.0558,368645464756.81,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
825,Tether USDt,USDT,tether,160901,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,185632100913.85397,187859713286.13254,True,187896867349.58,,3,,,,2025-12-07T03:42:00.000Z,1.000197775578391,51220399313.875854,-46.8519,0.00619375,0.00385848,-0.03920132,0.07104075,-0.00987795,0.02126854,185668814409.98016,6.0765,187896867349.58,,2025-12-07T03:42:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2025-12-06 21:47:49.190276
52,XRP,XRP,xrp,1764,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60331635327.0,99985752852.0,False,205810191243.59,,4,,,,2025-12-07T03:45:00.000Z,2.0583951750428793,1627612976.0928276,-49.6769,0.72582604,0.93715875,-6.80135257,-7.63764239,-27.77318932,-28.92886331,124186347059.54332,4.0612,205839517504.29,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
1839,BNB,BNB,bnb,2997,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",137735952.07999998,137735952.07999998,137735952.07999998,False,123470277564.56,,5,,,,2025-12-07T03:44:00.000Z,896.4273720839977,1402315194.8581855,-27.8455,0.21511694,1.09148821,2.52103275,-7.21141725,-29.72283466,1.46659911,123470277564.56183,4.0378,123470277564.56,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
3408,USDC,USDC,usd-coin,35177,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'coinbase-ventures-portfolio', 'usd-stablecoin', 'xdc-ecosystem', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'venom-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'unichain-ecosystem', 'vector-smart-chain-ecosystem', 'sophon-ecosystem', 'monad-ecosystem', 'xlayer-ecosystem']",,78142053954.32185,78142053954.32185,False,78154872373.63,,6,60901219650.23,60911209883.7918,,2025-12-07T03:44:00.000Z,1.0001640399587919,4894194331.714418,-60.7406,0.02577451,0.02364619,0.00718329,0.02381341,0.03478806,0.04561571,78154872373.63243,2.5559,78154872373.63,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2025-12-06 21:47:49.190276
5426,Solana,SOL,solana,1057,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'alleged-sec-securities', 'cmc-crypto-awards-2024', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",,560632218.2545553,615623889.5769665,True,82106609950.13,,7,525236893.3,70051571194.27972,,2025-12-07T03:41:00.000Z,133.3713836325437,1998619343.5816286,-54.2361,0.3946785,-0.3374985,-1.91362588,-15.26043288,-39.1463069,-36.03471298,74772294657.59227,2.4471,82106609950.13,,2025-12-07T03:41:00.000Z,,,,,,2025-12-06 21:47:49.190276
1958,TRON,TRX,tron,1264,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'alleged-sec-securities', '2017-2018-alt-season', 'tron20-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'made-in-china']",,94680076411.50578,94680270160.28038,True,27205405302.2,,8,94667886298.43,27201846926.409935,,2025-12-07T03:44:00.000Z,0.28733975152523356,506684488.22646123,-23.9096,0.05557427,0.29925562,2.57758312,0.56030254,-14.69858712,-13.26515543,27205349630.4722,0.8897,27205405302.2,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
74,Dogecoin,DOGE,dogecoin,1354,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'osmosis-ecosystem', 'ftx-bankruptcy-estate', 'animal-memes', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,161596932798.57907,161596932798.57907,True,22659188960.16,,9,,,,2025-12-07T03:45:00.000Z,0.14022041487881962,605810639.928122,-52.4062,0.30898829,0.05929959,-6.150973,-14.78018136,-42.79202156,-39.75005131,22659188960.16149,0.741,22659188960.16,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
2010,Cardano,ADA,cardano,1629,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'alleged-sec-securities', '2017-2018-alt-season', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",45000000000.0,35902711180.54704,44994867868.16472,False,18819814001.24,,10,37997904336.0,15893223514.6438,,2025-12-07T03:44:00.000Z,0.4182657910316973,325880579.10992104,-43.3593,0.35460132,0.53239014,0.29205492,-22.45136303,-48.67466802,-50.5415374,15016875892.114073,0.4911,18821960596.43,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
1831,Bitcoin Cash,BCH,bitcoin-cash,1101,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",21000000.0,19963387.5,19963387.5,False,11684058693.65,,11,,,,2025-12-07T03:45:00.000Z,585.2743525440956,370053264.5742496,-1.8649,-0.46590888,2.71838268,11.52375486,21.56192254,1.1903117,-3.17123884,11684058693.649391,0.3821,12290761403.43,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
32196,Hyperliquid,HYPE,hyperliquid,208,2024-07-15T10:14:50.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'layer-1', 'hyperliquid-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins']",999533278.0,336685219.0,999533278.0,False,30905011192.22,,12,333931719.0,10324982409.571907,,2025-12-07T03:44:00.000Z,30.91944197601638,138932654.9764289,-55.7945,0.1627579,-0.80749431,-9.88061985,-20.86535799,-32.06108301,-36.76487049,10410119093.052868,0.3404,30905011192.22,,2025-12-07T03:44:00.000Z,32196.0,Hyperliquid,HYPE,hyperliquid,0x0d01dc56dcaaca66ad901c959b4011ec,2025-12-06 21:47:49.190276
1975,Chainlink,LINK,chainlink,2156,2017-09-20T00:00:00.000Z,"['platform', 'cosmos-ecosystem', 'defi', 'interoperability', 'iot', 'oracles', 'smart-contracts', 'ethereum-ecosystem', 'tron-ecosystem', 'polkadot', 'tokenized-stock', 'polkadot-ecosystem', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'terra-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'celo-ecosystem', 'defi-2', 'cross-chain', 'cronos-ecosystem', 'cardano', 'injective-ecosystem', 'bnb-chain-ecosystem', 'oasis-ecosystem', 'moonbeam-ecosystem', 'xdc-ecosystem', 'metisdao-ecosystem', 'velas-ecosystem', 'doge-chain-ecosystem', 'aptos-ecosystem', 'sui-ecosystem', 'optimism-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'zksync-era-ecosystem', 'kadena-ecosystem', 'base-ecosystem', 'linea-ecosystem', 'sei-ecosystem', 'toncoin-ecosystem', 'paal-ecosystem', 'blast-ecosystem', 'atomicals-ecosystem', 'move-vm', 'eigenlayer-ecosystem', 'hyperliquid-ecosystem', 'gnosis-chain-ecosystem', 'ronin-ecosystem', 'astar-ecosystem', 'core-ecosystem', 'starknet-ecosystem', 'mantle-ecosystem', 'opbnb-ecosystem', 'scroll-ecosystem', 'merlin-ecosystem', 'x-layer-ecosystem', 'b²-network-ecosystem', 'mode-ecosystem', 'world-chain-mainnet-ecosystem', 'apechain-ecosystem', 'made-in-america', 'btcfi', 'world-liberty-financial-portfolio', 'corn-ecosystem', 'bonk-fun-ecosystem', 'sonic-ecosystem', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'tokenized-assets', 'xstocks-ecosystem', 'hyperevm-ecosystem', 'etherlink-ecosystem', 'bera-chain-ecosystem', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'fraxtal-ecosystem', 'monad-ecosystem', 'hashkey-chain-ecosystem', 'wlfi-ecosystem', 'plasma-ecosystem', 'x402-ecosystem', 'iso-20022']",1000000000.0,696849970.4525867,1000000000.0,False,13982686403.19,,13,,,,2025-12-07T03:44:00.000Z,13.982686403191545,429973579.30503744,-36.1789,0.42236667,1.98165012,7.29252615,-6.67071351,-35.81282988,-38.52196761,9743834606.911814,0.3187,13982686403.19,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2025-12-06 21:47:49.190276
3957,UNUS SED LEO,LEO,unus-sed-leo,64,2019-05-21T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'payments', 'ethereum-ecosystem', 'kenetic-capital-portfolio', 'alameda-research-portfolio']",,921974591.9,985239504.0,False,9512030682.73,,14,,,,2025-12-07T03:44:00.000Z,9.654536429068541,493688.38660628,-49.006,0.08517771,0.95266741,-1.86409222,4.37825314,-0.00057822,0.76952574,8901237284.17415,0.2911,9512030682.73,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x2af5d2ad76741191d15dfe7bf6ac92d4bd912ca3,2025-12-06 21:47:49.190276
512,Stellar,XLM,stellar,784,2014-08-05T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'decentralized-exchange-dex-token', 'defi', 'smart-contracts', 'hashkey-capital-portfolio', 'real-world-assets-protocols', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50001806812.0,32347044310.882805,50001786883.671455,False,12038421959.49,,15,31531408660.0,7591496746.0896635,,2025-12-07T03:42:00.000Z,0.2407598349933556,82369853.42065693,-38.131,0.51291632,-0.40277521,-4.61794334,-12.12347267,-37.10072392,-33.97223259,7787869050.810906,0.2549,12038426757.43,,2025-12-07T03:42:00.000Z,,,,,,2025-12-06 21:47:49.190276
328,Monero,XMR,monero,344,2014-05-21T00:00:00.000Z,"['mineable', 'pow', 'medium-of-exchange', 'privacy', 'ringct', 'boostvc-portfolio', 'electric-capital-portfolio', 'galaxy-digital-portfolio', 'layer-1', '2017-2018-alt-season', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",,18446744.07370955,18446744.07370955,True,7132617603.89,,16,,,,2025-12-07T03:44:00.000Z,386.65997508243083,107727357.39982219,-19.1627,-0.09721737,-0.94289153,-6.27390802,6.73204393,23.15935619,42.90333231,7132617603.892513,0.2333,7132617603.89,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
29470,Ethena USDe,USDe,ethena-usde,249,2024-02-20T11:05:01.000Z,"['stablecoin', 'asset-backed-stablecoin', 'binance-labs-portfolio', 'dragonfly-capital-portfolio', 'usd-stablecoin', 'eigenlayer-ecosystem', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem', 'plasma-ecosystem']",,6707128442.888601,6707128442.888601,True,6704753911.58,,17,,,,2025-12-07T03:44:00.000Z,0.9996459690117495,52855220.03173375,-69.1384,0.02155497,0.01384733,0.00650153,0.08721195,-0.04836682,-0.1159948,6704753911.577642,0.2193,6704753911.58,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,2025-12-06 21:47:49.190276
2,Litecoin,LTC,litecoin,1477,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'privacy', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",84000000.0,76601326.98347135,84000000.0,False,6904629801.15,,18,,,,2025-12-07T03:45:00.000Z,82.19797382323681,312504215.15872425,-29.1161,0.06321788,1.8849513,-2.23046241,-7.52977716,-29.782044,-28.63119097,6296473870.212582,0.2059,6904629801.15,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
20947,Sui,SUI,sui,862,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3736866360.6511097,10000000000.0,False,15910949896.9,,19,3736866360.65,5945709343.571391,,2025-12-07T03:45:00.000Z,1.591094989690019,563867559.8662103,-37.3297,0.93892563,2.42708927,5.36949691,-20.15507245,-53.71457549,-53.52383639,5945709343.573156,0.1944,15910949896.9,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
5805,Avalanche,AVAX,avalanche,1023,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",715748719.0,429178047.1946928,460847147.1946928,False,6209860911.34,,20,,,,2025-12-07T03:42:00.000Z,13.474881962797017,242023606.73535582,-47.7986,-0.15764012,1.04850988,-4.97123561,-18.15264639,-51.87908357,-46.07255731,5783123526.972213,0.1893,9644629503.55,,2025-12-07T03:42:00.000Z,,,,,,2025-12-06 21:47:49.190276
4642,Hedera,HBAR,hedera,404,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50000000000.0,42476304284.867134,50000000000.0,False,6740323411.68,,21,,,,2025-12-07T03:44:00.000Z,0.13480646823360337,94009579.7973047,-40.7692,0.60233695,0.63412883,-5.96170151,-19.05164001,-38.00511507,-39.2616678,5726080564.258812,0.1873,6740323411.68,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
1437,Zcash,ZEC,zcash,545,2016-10-29T00:00:00.000Z,"['mineable', 'pow', 'equihash', 'medium-of-exchange', 'privacy', 'zero-knowledge-proofs', 'quantum-resistant', 'binance-chain', 'boostvc-portfolio', 'dcg-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'winklevoss-capital-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'layer-1', 'standard-crypto-portfolio', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'privacy-coins']",21000000.0,16425260.6655448,16425260.6655448,False,5621362138.07,,22,,,,2025-12-07T03:44:00.000Z,342.23883885491335,738058452.6185696,-29.9086,2.72424261,-2.73380851,-25.3611105,-41.16460256,155.37357116,584.00669675,5621362138.065333,0.1838,7187015615.95,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
4943,Dai,DAI,multi-collateral-dai,3647,2019-11-22T00:00:00.000Z,"['defi', 'stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'binance-ecosystem', 'binance-listing', 'xlayer-ecosystem']",,5365382702.664872,5365382702.664872,True,5364782294.69,,23,,,,2025-12-07T03:44:00.000Z,0.9998880959652682,77583993.99577208,-15.2782,0.00291911,0.01133378,-0.01434144,0.00976234,0.00836559,-0.00882653,5364782294.692564,0.1754,5364782294.69,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6b175474e89094c44da98b954eedeac495271d0f,2025-12-06 21:47:49.190276
5994,Shiba Inu,SHIB,shiba-inu,1022,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'bnb-chain-ecosystem', 'base-ecosystem', 'animal-memes', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",589552695333683.0,589244331628096.2,589500600849759.8,False,5010165952.87,,24,589551575078137.0,5010599182.862787,,2025-12-07T03:44:00.000Z,8.49900058735099e-06,105156921.81817362,-16.5065,0.23324834,2.43621498,0.29274844,-8.03777621,-29.74914151,-32.37353793,5007987920.600431,0.1638,5010608703.92,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2025-12-06 21:47:49.190276
33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,383,2024-10-01T02:34:47.000Z,"['defi', 'ethereum-ecosystem', 'solana-ecosystem', 'bnb-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",100000000000.0,26733492652.0,100000000000.0,False,15088368437.57,,25,,,,2025-12-07T03:44:00.000Z,0.15088368437569824,71830364.00416362,-31.7351,-0.28010546,-0.29025993,-5.26217483,27.90354003,-13.57782798,-32.81949073,4033647867.564416,0.1319,15088368437.57,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,2025-12-06 21:47:49.190276
11419,Toncoin,TON,toncoin,838,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing']",,2445959363.5668573,5147695361.303936,True,8234057789.54,,26,,,,2025-12-07T03:39:00.000Z,1.5995619809657518,67358720.77452415,-19.6646,0.16450844,0.70014888,2.05448022,-19.3166741,-41.56795575,-48.48766191,3912463604.948732,0.128,8234057789.54,,2025-12-07T03:39:00.000Z,,,,,,2025-12-06 21:47:49.190276
3635,Cronos,CRO,cronos,335,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,37347120614.68227,98213787901.9406,False,10203464164.58,,27,97393210558.0,10118214102.421719,,2025-12-07T03:45:00.000Z,0.1038903435306312,9184212.02190124,-51.5513,0.22103596,-0.50446866,-3.49147807,-17.51547953,-47.04953512,-60.25791879,3880005190.539259,0.1269,10389034353.06,,2025-12-07T03:45:00.000Z,,,,,,2025-12-06 21:47:49.190276
27772,PayPal USD,PYUSD,paypal-usd,141,2023-08-21T14:30:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'usd-stablecoin', 'fiat-stablecoin']",,3846371806.056209,3846371806.056209,False,3845633291.59,,28,,,,2025-12-07T03:44:00.000Z,0.9998079971188548,38062108.72688022,-56.7198,0.02291286,0.01353607,0.01289521,0.03697093,0.00914527,0.0323522,3845633291.5874906,0.1258,3845633291.59,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2025-12-06 21:47:49.190276
7083,Uniswap,UNI,uniswap,1349,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",,630330527.7099,1000000000.0,False,5612467051.25,,29,,,,2025-12-07T03:43:00.000Z,5.612467051245434,156765466.41517553,-43.9528,0.32853781,1.61680319,-7.35616241,4.93030251,-27.53516811,-41.10409454,3537709318.1659613,0.1157,5612467051.25,,2025-12-07T03:43:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2025-12-06 21:47:49.190276
6636,Polkadot,DOT,polkadot-new,996,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",,1642705027.9235888,1642705027.9235888,True,3514510453.01,,30,,,,2025-12-07T03:44:00.000Z,2.139465328996529,112796886.89581925,-33.714,0.12891725,0.8542737,-5.34154425,-23.87348555,-47.77843591,-47.39142279,3514510453.010793,0.1149,3514510453.01,,2025-12-07T03:44:00.000Z,,,,,,2025-12-06 21:47:49.190276
27075,Mantle,MNT,mantle,209,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio', 'made-in-china', 'neobank']",6219316795.0,3252944055.636841,6219316794.89,False,6688139046.11,,31,3252944055.64,3498156288.0361834,,2025-12-07T03:44:00.000Z,1.0753816322082241,65913422.9255049,-49.4144,0.03990074,-1.04611214,-0.57862762,-13.24493231,-52.95627887,-7.81649107,3498156288.0327864,0.1144,6688139046.23,,2025-12-07T03:44:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2025-12-06 21:47:49.190276
22974,Bittensor,TAO,bittensor,231,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10445463.05169714,21000000.0,False,5929933530.65,,32,,,,2025-12-07T03:44:00.000Z,282.3777871739546,76223138.59156767,-47.4988,0.63835574,1.59981889,-3.87361875,-28.5226339,-13.57617436,-15.53922987,2949566742.5455413,0.0965,5929933530.65,,2025-12-07T03:44:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2025-12-06 21:47:49.190276
7278,Aave,AAVE,aave,1197,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15276369.94723153,16000000.0,False,3033826847.41,,33,,,0.08668235,2025-12-07T03:39:00.000Z,189.61417796342766,162312836.4297437,-20.9712,-0.5124017,2.95702286,4.16060019,-4.69139523,-31.16197997,-37.45753146,2896616329.8095174,0.0948,3033826847.41,33416447787.0,2025-12-07T03:39:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2025-12-06 21:47:49.190276
